Name: CCTV-1, URL: http://61.138.128.226:19901/tsfile/live/0001_1.m3u8$订阅源, Date: None, Delay: 222 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://218.93.208.172:35455/migu/608807420.m3u8?migutoken=c1e47192e21ebd32f0cc762a6749923a27468f3c407786209ce921f54a3faab96bf61281f3baee22f2ea266b1ec7e46d7bdfab0916f461bf38474fe38d0bdb2dcc56ee56853b8d6c509d866d80$订阅源, Date: None, Delay: 292 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://139.129.231.228:3529/rtp/239.21.1.120:5002$山东电信组播源, Date: 2024-02-06, Delay: 205 ms, Speed: 0.13 M/s, Resolution: None
Name: CCTV-1, URL: http://139.129.231.228:3529/rtp/239.21.1.1:5002$山东电信组播源, Date: 2024-02-06, Delay: 205 ms, Speed: 0.13 M/s, Resolution: None
Name: CCTV-1, URL: http://112.81.218.254:35455/gaoma/cctv1.m3u8$订阅源, Date: None, Delay: 197 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://z.b.bkpcp.top/m.php?id=cctv1$订阅源, Date: None, Delay: 176 ms, Speed: 2.42 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://110.53.52.63:8888/newlive/live/hls/2/live.m3u8$订阅源, Date: None, Delay: 479 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://112.123.206.32:808/hls/1/index.m3u8$订阅源, Date: None, Delay: 291 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://183.239.226.235:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源, Date: None, Delay: 220 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-1, URL: http://huashetou.fun:35455/gaoma/cctv1.m3u8$订阅源, Date: None, Delay: 3284 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://huashetou.fun:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 3284 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://ttkx.cc:1658/公开源454/mg9.php?id=cctv1$订阅源, Date: None, Delay: 184 ms, Speed: 2.31 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://58.210.168.86:10800/newlive/live/hls/1/live.m3u8$订阅源, Date: None, Delay: 206 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-1, URL: http://39.170.52.236:808/hls/1/index.m3u8$订阅源, Date: None, Delay: 148 ms, Speed: 0.09 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://tv.nezha.su:35455/gaoma/cctv1.m3u8$订阅源, Date: None, Delay: 709 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://58.243.224.244:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: 209 ms, Speed: 0.27 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://live-c240829.timetv.cn/live/ysws.m3u8?token=TV35174627HNDX0806203720&channel=cctv1&dplayer$订阅源, Date: None, Delay: 578 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-1, URL: http://61.136.172.236:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1562 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-1, URL: http://139.129.231.228:50060/rtp/239.21.1.120:5002$山东电信组播源, Date: 2024-02-06, Delay: 207 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-1, URL: http://139.129.231.228:50060/rtp/239.21.1.1:5002$山东电信组播源, Date: 2024-02-06, Delay: 207 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-1, URL: http://61.136.172.236:9901/tsfile/live/0001_1.m3u8$订阅源, Date: None, Delay: 1562 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-1, URL: http://119.123.178.255:8086/hls/2/index.m3u8$订阅源, Date: None, Delay: 192 ms, Speed: 0.04 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8$订阅源, Date: None, Delay: 210 ms, Speed: 1.76 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://home.kuaidi521.com:35455/gaoma/cctv1.m3u8$订阅源, Date: None, Delay: 3529 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://www.douzhicloud.site:35455/gaoma/cctv1.m3u8$订阅源, Date: None, Delay: 208 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://1.itv.nctv.top:54321/gaoma/cctv1.m3u8$订阅源, Date: None, Delay: 206 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://116.117.106.103:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 1268 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-1, URL: http://183.11.239.36:808/hls/19/index.m3u8$订阅源, Date: None, Delay: 196 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-1, URL: http://58.19.43.46:9901/tsfile/live/1020_1.m3u8$订阅源, Date: None, Delay: 401 ms, Speed: 0.05 M/s, Resolution: None
Name: CCTV-1, URL: http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 3051 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-1, URL: http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 266 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-1, URL: http://60.29.124.66:6080/hls/12/index.m3u8$订阅源, Date: None, Delay: 802 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8a160a&tk=822270345d4c$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=017379&tk=822270345d4c$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=fe8727&tk=822270345d4c$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6e1bed&tk=822270345d4c$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=a2f81b&tk=822270345d4c$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1e5373&tk=822270345d4c$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=c3b8fa&tk=822270345d4c$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=f04223&tk=822270345d4c$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8eab00&tk=822270345d4c$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3dea25&tk=822270345d4c$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=797c59&tk=822270345d4c$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0ec161&tk=822270345d4c$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://223.112.219.174:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 2224 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-1, URL: http://3501776.xyz:35455/gaoma/cctv1.m3u8$订阅源, Date: None, Delay: 211 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://lt.hxtre.com:35455/gaoma/cctv1.m3u8$订阅源, Date: None, Delay: 713 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://116.128.242.83:9901/tsfile/live/0001_1.m3u8$订阅源, Date: None, Delay: 266 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-1, URL: http://183.94.1.118:8801/tsfile/live/0001_1.m3u8$订阅源, Date: None, Delay: 431 ms, Speed: 0.09 M/s, Resolution: None
Name: CCTV-1, URL: http://36.138.252.14:35455/gaoma/cctv1.m3u8$订阅源, Date: None, Delay: 167 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-1, URL: http://36.32.174.67:60080/newlive/live/hls/14/live.m3u8$订阅源, Date: None, Delay: 447 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://116.117.107.84:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 1335 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-1, URL: http://110.7.131.79:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 4181 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-1, URL: http://110.7.131.231:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 5356 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-1, URL: http://175.31.21.146:4480/hls/1/index.m3u8$订阅源, Date: None, Delay: 1910 ms, Speed: 0.05 M/s, Resolution: None
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7418&tk=b53028476470$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0445&tk=e640d0a1bf70$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8871&tk=e640d0a1bf70$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8786&tk=f6cc1e0a0e1a$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3072&tk=f6cc1e0a0e1a$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1531&tk=f6cc1e0a0e1a$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3300&tk=e503191f8e20$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8691&tk=a0c4f6cfaba3$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0171&tk=a0c4f6cfaba3$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5905&tk=e640d0a1bf70$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3943&tk=b53028476470$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4688&tk=e640d0a1bf70$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3327&tk=e640d0a1bf70$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2992&tk=e503191f8e20$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1045&tk=b53028476470$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9282&tk=e503191f8e20$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6804&tk=b53028476470$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8451&tk=e640d0a1bf70$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1851&tk=b53028476470$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4290&tk=f6cc1e0a0e1a$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8619&tk=e503191f8e20$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9659&tk=b53028476470$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3125&tk=a0c4f6cfaba3$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4539&tk=e640d0a1bf70$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1706&tk=a0c4f6cfaba3$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2328&tk=a0c4f6cfaba3$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4146&tk=f6cc1e0a0e1a$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6373&tk=a0c4f6cfaba3$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8926&tk=b53028476470$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3770&tk=f6cc1e0a0e1a$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2569&tk=e503191f8e20$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1880&tk=f6cc1e0a0e1a$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8318&tk=2aca1ad9a849$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5707&tk=e640d0a1bf70$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7664&tk=b53028476470$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2633&tk=a0c4f6cfaba3$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8805&tk=aa0698566417$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7689&tk=e503191f8e20$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8953&tk=a0c4f6cfaba3$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0078&tk=b53028476470$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4555&tk=a0c4f6cfaba3$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2777&tk=e640d0a1bf70$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8656&tk=f6cc1e0a0e1a$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7928&tk=e503191f8e20$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://lt.hxtre.com:35455/itv/1000000001000018602.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 713 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://lt.hxtre.com:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 713 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-1, URL: http://116.117.105.236:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 694 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6082&tk=a0c4f6cfaba3$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8469&tk=a0c4f6cfaba3$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-1, URL: http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1705&tk=a0c4f6cfaba3$订阅源, Date: None, Delay: 185 ms, Speed: 2.66 M/s, Resolution: 854x480
Name: CCTV-2, URL: http://61.138.128.226:19901/tsfile/live/0002_1.m3u8$订阅源, Date: None, Delay: 222 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-2, URL: https://piccpndali.v.myalicdn.com/audio/cctv2_2.m3u8$订阅源, Date: None, Delay: 33 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-2, URL: http://61.138.128.226:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 222 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-2, URL: http://112.27.145.212:9901$订阅源, Date: None, Delay: 862 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-2, URL: http://goo.bkpcp.top/mg/cctv2$订阅源, Date: None, Delay: 177 ms, Speed: 2.24 M/s, Resolution: 1920x1080
Name: CCTV-2, URL: http://php.jdshipin.com/TVOD/hljyd.php?id=3221225588$订阅源, Date: None, Delay: 85 ms, Speed: 45.11 M/s, Resolution: 1920x1080
Name: CCTV-2, URL: https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8$订阅源, Date: None, Delay: 396 ms, Speed: 0.54 M/s, Resolution: 426x240
Name: CCTV-2, URL: http://php.jdshipin.com:8880/cqyx.php?id=CCTV2HD$订阅源, Date: None, Delay: 135 ms, Speed: 50.62 M/s, Resolution: 1920x1080
Name: CCTV-2, URL: http://goo.bkpcp.top/mg/CCTV2$订阅源, Date: None, Delay: 177 ms, Speed: 2.24 M/s, Resolution: 1920x1080
Name: CCTV-2, URL: https://api.olelive.com/dis/live/CCTV2HD/hls.m3u8$订阅源, Date: None, Delay: 780 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-2, URL: http://58.221.214.82:9901/tsfile/live/0002_1.m3u8$订阅源, Date: None, Delay: 1342 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-2, URL: http://58.221.214.82:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 1342 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-2, URL: http://xiaoya.crccxw.top:35455/gaoma/cctv2.m3u8$订阅源, Date: None, Delay: 417 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-2, URL: http://116.128.243.121:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: 470 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-2, URL: http://219.135.180.210:18888/hls/2/index.m3u8$订阅源, Date: None, Delay: 902 ms, Speed: 0.04 M/s, Resolution: 1920x1080
Name: CCTV-2, URL: http://116.9.204.242:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 205 ms, Speed: 0.02 M/s, Resolution: 720x576
Name: CCTV-2, URL: http://116.9.204.242:9901/tsfile/live/0002_1.m3u8$订阅源, Date: None, Delay: 205 ms, Speed: 0.02 M/s, Resolution: 720x576
